"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"18361",500001,10.0259,30,1502,186,501,180,37.35,-122.09
"18362",500001,12.1387,23,11294,1377,3840,1367,37.36,-122.14
"18363",500001,12.9792,23,3814,485,1344,464,37.35,-122.15
"18364",500001,13.8093,7,189,26,NA,29,37.31,-122.11
"18365",500001,8.6196,11,436,70,212,75,37.29,-122.12
"18366",NA,5.8691,NA,349,64,149,56,37.28,-122.12
"18367",500001,11.3283,21,427,63,182,70,37.24,-122.08
"18368",318700,5.8596,37,NA,652,1534,567,37.18,-122.01
"18369",279900,5.3468,42,2533,433,957,398,37.16,-121.98
"18370",NA,5.2366,43,1529,NA,570,250,37.16,-121.9
"18371",398500,5.7415,37,1150,203,511,179,37.13,-121.93
"18372",226400,3.506,24,4420,996,2981,975,37.24,-121.88
"18373",255800,4.4004,24,7521,1364,NA,1318,37.24,-121.9
"18374",361200,6.9508,18,7245,1029,2893,1049,37.22,-121.86
"18375",271400,5.8904,24,4337,670,1936,NA,37.23,-121.86
"18376",362700,7.7201,21,6203,798,2494,800,37.22,-121.85
"18377",459200,8.4262,14,5636,697,2281,680,37.21,-121.89
"18378",473400,8.3837,6,9176,1201,3637,1138,37.18,-121.84
"18379",485000,8.0595,NA,2825,365,NA,345,37.22,-121.87
"18380",405900,7.6933,26,1921,250,725,253,37.22,-121.87
"18381",500001,9.1974,NA,2552,305,916,316,37.21,-121.86
"18382",500001,9.08,18,1080,122,382,121,37.21,-121.87
"18383",500001,NA,7,NA,903,2232,825,37.23,-121.83
"18384",434500,4.5417,45,1797,303,NA,281,37.19,-121.8
"18385",418300,8.3792,15,5468,676,2221,675,37.21,-121.84
"18386",348000,6.8333,6,3694,574,1554,527,37.2,-121.83
"18387",387500,7.7738,14,2714,361,1259,375,37.21,-121.83
"18388",355900,8.1988,16,3574,NA,1503,487,37.23,-121.89
"18389",361600,8.19,20,7754,976,3094,941,37.23,-121.89
"18390",394200,8.3065,14,7174,950,2782,899,37.24,-121.88
"18391",NA,NA,19,7357,963,3018,981,37.23,-121.87
"18392",305600,6.7064,16,3298,451,1542,423,37.27,-121.87
"18393",279300,7.5845,25,1730,226,721,243,37.27,-121.87
"18394",279500,5.6139,19,1852,268,866,NA,37.27,-121.86
"18395",269400,5.0292,18,3561,560,NA,553,37.27,-121.87
"18396",246500,5.6876,17,4393,709,2292,692,37.27,-121.86
"18397",253800,5.6958,15,4713,769,2519,778,37.23,-121.77
"18398",191100,4.5221,16,1617,NA,667,264,37.22,-121.77
"18399",299300,6.7287,16,3992,540,2097,555,37.22,-121.77
"18400",233900,5.4218,16,4274,715,2240,704,37.23,-121.76
"18401",234600,5.6488,25,5939,989,NA,954,37.25,-121.84
"18402",245200,6.0889,22,5507,841,2785,848,37.23,-121.83
"18403",274100,6.7836,18,3574,504,1803,536,37.24,-121.84
"18404",238800,NA,24,7991,1286,4017,1213,37.24,-121.84
"18405",237600,5.1228,17,6425,1268,3934,1238,37.24,-121.85
"18406",262400,4.2885,16,6958,1300,2965,1217,37.25,-121.86
"18407",230900,5.2166,17,3057,606,NA,602,37.28,-121.83
"18408",224000,5.9214,20,3244,520,1769,469,37.27,-121.81
"18409",NA,NA,17,3912,737,2693,NA,37.27,-121.8
"18410",279100,6.3566,16,NA,321,1343,NA,37.27,-121.82
"18411",209700,4.3438,22,NA,695,2169,607,37.27,-121.81
"18412",195000,4.8862,26,1394,238,990,NA,37.26,-121.8
"18413",184400,2.875,NA,3631,947,2357,757,37.26,-121.8
"18414",294200,7.3339,17,1957,261,863,NA,37.27,-121.85
"18415",198400,NA,9,3624,812,NA,721,37.27,-121.84
"18416",250800,5.0186,17,NA,482,NA,NA,37.27,-121.84
"18417",282600,NA,8,4454,1058,2595,1027,37.27,-121.83
"18418",253200,5.5,16,2429,387,1293,363,37.27,-121.84
"18419",311500,6.6712,14,2855,380,1420,383,37.27,-121.83
"18420",218700,5.1356,NA,3030,574,1623,589,37.26,-121.82
"18421",259300,5.5875,11,2394,403,1393,409,37.26,-121.83
"18422",236200,4.0547,14,3379,683,NA,620,37.26,-121.81
"18423",NA,5.9359,16,1911,327,NA,332,37.26,-121.81
"18424",350000,2.0288,20,3398,771,1231,744,37.25,-121.81
"18425",244500,4.1926,12,2070,587,1216,532,37.25,-121.81
"18426",213100,4.5033,NA,3609,751,1739,682,37.26,-121.83
"18427",194300,3.9461,16,2650,600,1969,586,37.25,-121.82
"18428",123400,3.1932,17,2332,637,1636,623,37.25,-121.83
"18429",234500,NA,17,1051,172,446,NA,37.26,-121.87
"18430",224100,5.5121,16,2814,485,1305,465,37.26,-121.86
"18431",265700,5.6223,24,2383,343,1146,341,37.26,-121.87
"18432",289200,6.4339,16,1982,280,1030,297,37.26,-121.85
"18433",311800,7.4323,16,2312,303,1158,295,37.26,-121.85
"18434",291200,6.8194,16,1816,241,793,234,37.26,-121.85
"18435",184800,5.0509,5,1808,340,NA,339,37.26,-121.84
"18436",257400,5.5849,15,NA,551,1752,551,37.26,-121.83
"18437",141600,4.8355,17,2363,473,1369,442,37.25,-121.84
"18438",183900,3.7844,4,2498,775,1213,631,37.25,-121.87
"18439",241200,5.4939,20,3773,624,1965,607,37.25,-121.85
"18440",237400,5.9164,23,2543,388,1297,385,37.24,-121.83
"18441",234400,4.5,21,3250,610,1978,568,37.24,-121.81
"18442",241000,6.0538,20,3671,567,1944,589,37.24,-121.82
"18443",245600,5.8305,24,3344,531,1768,541,37.25,-121.82
"18444",241200,5.1663,25,4021,634,2178,650,37.25,-121.82
"18445",159000,4.4565,NA,1975,520,861,440,37.25,-121.81
"18446",251800,6.2957,25,4096,623,2128,618,37.25,-121.81
"18447",291500,7.5218,23,4487,584,2024,580,37.23,-121.82
"18448",233100,4.9688,25,2349,394,1266,383,37.23,-121.82
"18449",253300,5.3157,16,1674,281,850,254,37.23,-121.81
"18450",NA,6.3178,19,2635,427,1497,410,37.23,-121.81
"18451",257200,6.4328,24,2413,369,NA,381,37.23,-121.81
"18452",278300,6.4664,17,2319,324,1076,338,37.23,-121.81
"18453",NA,6.0062,17,2123,341,1067,339,37.24,-121.78
"18454",217100,5.0958,18,2127,387,1547,402,37.22,-121.78
"18455",229100,5.898,NA,1747,317,1055,285,37.23,-121.78
"18456",289600,6.0198,16,2240,300,1221,305,37.23,-121.79
"18457",259500,5.4193,17,2281,NA,1226,394,37.23,-121.79
"18458",265800,5.9225,18,3179,526,1663,507,37.23,-121.8
"18459",272400,6.7385,18,2581,358,1284,NA,37.23,-121.8
"18460",NA,6.223,10,3301,593,2190,575,37.27,-121.8
"18461",260500,5.9053,NA,1868,285,995,284,37.26,-121.8
"18462",500001,4.6458,17,250,52,NA,51,37.26,-121.76
"18463",261100,4.747,12,10236,1878,5674,1816,37.24,-121.77
"18464",385700,4.65,15,531,NA,469,155,37.2,-121.7
"18465",NA,4.2039,11,1290,197,881,191,37.19,-121.74
"18466",394100,4.7386,21,1062,179,631,185,37.16,-121.72
"18467",467700,6.8773,18,3167,478,1414,482,37.11,-121.75
"18468",412600,6.7644,19,3754,588,1692,NA,37,-121.68
"18469",416300,NA,16,5498,729,2051,694,37.15,-121.61
"18470",344500,7.5,14,9483,1361,4108,1281,37.13,-121.6
"18471",288100,6.1684,13,4780,NA,2795,NA,37.15,-121.64
"18472",229800,4.175,14,5487,1024,2823,979,37.14,-121.64
"18473",248200,2.4821,17,1830,398,1110,388,37.12,-121.63
"18474",386200,5.2951,NA,4077,590,1618,540,37.14,-121.69
"18475",NA,3.8788,NA,4477,924,2656,871,37.13,-121.66
"18476",239300,3.6895,14,4721,NA,2648,888,37.12,-121.65
"18477",436700,5.1514,19,3785,611,2198,610,37.11,-121.66
"18478",321700,5.9356,14,6006,914,2915,898,37.11,-121.65
"18479",335000,NA,14,5034,NA,2124,790,37.1,-121.63
"18480",300800,5.6205,19,3269,483,1383,NA,37.13,-121.67
"18481",393100,6.4313,17,6725,1051,3439,1027,37.08,-121.56
"18482",386800,5.5936,21,5322,908,3011,895,37.06,-121.61
"18483",350000,3.625,24,NA,318,1052,NA,37.09,-121.6
"18484",260700,3.9306,37,1593,303,1030,287,37.09,-121.62
"18485",234000,NA,NA,3192,565,1439,568,37.01,-121.58
"18486",260300,4.5714,18,7241,1225,4168,NA,37,-121.57
"18487",279800,4.9702,14,5231,817,2634,799,36.98,-121.57
"18488",264700,5.1519,15,2873,547,1582,567,37.01,-121.58
"18489",308700,5.7396,16,865,NA,403,130,36.97,-121.59
"18490",251500,4.3227,16,6637,1171,3575,1162,37.01,-121.59
"18491",298500,5.6754,5,6529,1010,3071,977,37.03,-121.61
"18492",198600,3.5551,16,3120,685,2383,681,37.03,-121.58
"18493",203600,3.2019,27,2303,471,1447,NA,37.02,-121.58
"18494",228600,4.4233,14,6355,1279,3704,1224,37.02,-121.59
"18495",178000,2.9417,17,2889,624,2681,608,37.02,-121.57
"18496",170300,2.0625,44,1448,393,1066,357,37.01,-121.57
"18497",160100,2.5387,20,3976,953,3866,950,37,-121.56
"18498",305000,3.2614,NA,2361,449,1782,397,36.99,-121.54
"18499",374600,4.0238,19,2372,394,1142,365,37.02,-121.51
"18500",500001,5.2327,34,440,90,217,93,37.35,-121.74
"18501",262500,3.6964,NA,759,141,252,106,37.37,-121.55
"18502",131300,NA,52,220,32,55,26,37.19,-121.59
"18503",NA,3.8062,25,474,92,300,104,37.06,-121.37
"18504",390000,6.0622,NA,212,38,78,21,37.18,-122.03
"18505",400000,15.0001,NA,50,5,17,4,37.13,-121.96
"18506",350000,9.5908,37,74,19,63,17,37.14,-121.98
"18507",137500,NA,16,32,4,36,5,37,-122
"18508",271400,6.4469,29,NA,45,112,41,36.99,-122.01
"18509",263100,4.9808,28,1321,240,652,239,36.99,-122.01
"18510",281500,NA,29,3119,507,1476,487,36.99,-121.99
"18511",NA,4.3409,40,1104,224,669,215,36.98,-121.99
"18512",239200,3.5562,NA,1636,324,NA,325,36.98,-122
"18513",233000,3.6902,41,2548,508,1290,488,36.99,-122.01
"18514",265300,4.0417,47,1250,NA,607,234,36.98,-122.01
"18515",245000,2.7875,30,NA,487,NA,458,36.99,-122.02
"18516",NA,2.1734,21,1484,394,984,380,36.98,-122.02
"18517",212500,3.2368,44,1153,238,657,219,36.98,-122.02
"18518",404700,5.6188,35,2155,355,NA,NA,36.98,-122.04
"18519",367600,6.7974,33,797,125,385,133,36.98,-122.04
"18520",NA,5.3972,30,2695,424,1098,420,36.97,-122.04
"18521",131300,2.4732,14,1547,374,4731,348,37,-122.06
"18522",263800,3.6797,20,2428,473,1145,454,36.97,-122.05
"18523",NA,4.2542,16,3363,611,1603,556,36.97,-122.05
"18524",320900,4.2254,15,NA,669,1571,615,36.98,-122.06
"18525",NA,2.9286,NA,1076,206,495,201,36.98,-122.04
"18526",266400,5.1806,45,NA,245,621,258,36.97,-122.04
"18527",NA,3.8259,52,1901,335,955,301,36.97,-122.04
"18528",238600,5.2128,NA,792,136,331,137,36.97,-122.04
"18529",223900,3.2437,44,NA,269,645,259,36.96,-122.04
"18530",255400,2.1553,37,2817,716,1341,662,36.98,-122.03
"18531",229400,2.5954,NA,2403,517,1144,455,36.98,-122.01
"18532",217500,2.7125,35,1053,263,NA,237,36.98,-122.02
"18533",166700,NA,21,607,155,226,136,36.98,-122.02
"18534",195300,1.9286,NA,2568,747,1743,659,36.97,-122.02
"18535",260900,2.5417,43,2162,509,1208,464,36.97,-122.01
"18536",232800,2.9444,NA,920,202,525,264,36.97,-122.01
"18537",240000,2.5368,35,1605,392,NA,382,36.97,-122.01
"18538",275000,4.3,20,2502,454,981,399,36.98,-122
"18539",NA,2.589,27,2820,NA,1511,745,36.98,-122.01
"18540",240500,3.1205,30,1029,242,753,249,36.97,-122
"18541",400000,3.1932,51,1616,NA,608,302,36.93,-122
"18542",326700,2.0547,52,1217,325,508,237,36.95,-122.01
"18543",234400,2.1964,51,NA,232,488,228,36.97,-122.03
"18544",225000,3.2404,36,337,69,223,68,36.97,-122.03
"18545",262500,NA,52,403,72,200,73,36.97,-122.03
"18546",NA,4.4659,40,1193,227,570,204,36.97,-122.04
"18547",232600,2.5067,NA,NA,785,1391,656,36.96,-122.03
"18548",NA,1.1552,44,594,169,325,139,36.97,-122.02
"18549",NA,1.6642,39,NA,661,1365,606,36.97,-122.02
"18550",112500,2.0172,52,775,305,1054,305,36.96,-122.02
"18551",243500,3.5938,NA,584,126,NA,139,36.96,-122.03
"18552",216100,2.425,28,1607,421,926,385,36.96,-122.03
"18553",202000,4.1964,32,1438,306,802,293,36.96,-122.04
"18554",196400,NA,42,538,107,200,104,36.96,-122.04
"18555",206400,2.5865,42,1149,264,703,232,36.96,-122.04
"18556",284200,3.52,32,2182,NA,1122,370,36.96,-122.03
"18557",263800,4.4567,36,1862,364,1080,364,36.95,-122.04
"18558",388500,3.1312,19,NA,191,324,167,36.91,-122.01
"18559",226500,4.2045,30,971,185,644,NA,36.96,-122.05
"18560",258300,4.5,52,65,17,24,10,36.96,-122.06
"18561",276000,3.8269,18,NA,440,1091,458,36.87,-122.05
"18562",265800,3.9667,27,1987,374,961,343,36.95,-122.04
"18563",116600,2.9712,52,3365,644,796,333,37,-122.04
"18564",173200,2.8056,32,1461,422,1494,416,36.91,-121.75
"18565",156000,3.1062,29,1210,281,863,NA,36.92,-121.74
"18566",151700,2.4461,17,2648,589,1193,540,36.92,-121.74
"18567",164600,2.6506,14,3355,695,1350,697,36.92,-121.74
"18568",218100,3.1327,24,4026,NA,NA,863,36.93,-121.75
"18569",194500,NA,48,1801,NA,1071,361,36.92,-121.75
"18570",177800,2.4615,46,1362,321,1068,305,36.92,-121.75
"18571",238300,NA,36,2096,409,1454,394,36.92,-121.76
"18572",160700,3.4125,46,947,NA,NA,264,36.92,-121.76
"18573",161400,1.6875,52,NA,447,1102,392,36.91,-121.75
"18574",155000,1.9609,23,1276,437,1359,376,36.91,-121.76
"18575",151400,2.5599,42,NA,468,2312,NA,36.91,-121.75
"18576",162000,2.8348,8,2715,750,2580,718,36.91,-121.77
"18577",121400,2.0775,44,919,309,1321,301,36.9,-121.76
"18578",190400,2.4375,20,2587,547,1534,540,36.93,-121.77
"18579",184300,3.0192,24,1943,447,1844,461,36.93,-121.77
"18580",190000,3.2813,33,1406,317,NA,301,36.93,-121.77
"18581",169700,2.6434,20,2687,637,2154,610,36.92,-121.76
"18582",194800,3.5,9,4934,1112,3198,977,36.92,-121.77
"18583",189100,3.1815,19,2512,509,1856,537,36.93,-121.79
"18584",241200,4.3906,19,1515,253,975,266,36.92,-121.78
"18585",178400,2.4053,21,2794,NA,NA,565,36.93,-121.78
"18586",171300,2.0192,18,1063,341,1033,313,36.94,-121.77
"18587",192200,3.7863,34,2152,430,1516,386,36.95,-121.79
"18588",190100,2.8214,29,2377,476,1669,499,36.94,-121.8
"18589",177500,NA,20,1201,282,601,234,37.08,-122.25
"18590",334000,5.2101,18,NA,439,1278,416,37.08,-122.14
"18591",315800,5.1412,18,3337,NA,NA,519,37.05,-122.11
"18592",350000,4.7188,27,991,194,543,155,36.97,-122.13
"18593",240000,NA,26,1127,199,543,NA,37.13,-122.07
"18594",222600,NA,46,NA,136,408,148,37.09,-122.09
"18595",231600,NA,32,2637,489,1031,410,37.11,-122.09
"18596",239600,4.125,36,1397,289,661,243,37.09,-122.12
"18597",214300,4.3429,33,3581,NA,1780,663,37.07,-122.09
"18598",204800,4.425,35,NA,297,791,277,37.08,-122.08
"18599",202300,5.0165,35,6422,1380,NA,1064,37.17,-122.16
"18600",206900,NA,51,2419,485,1078,435,37.12,-122.12
"18601",284100,5.5785,17,NA,289,591,235,37.15,-122.18
"18602",185100,5.1664,32,1602,317,752,275,37.16,-122.12
"18603",273300,7.1831,18,808,136,420,NA,37.19,-122.1
"18604",273900,7.1366,23,506,96,264,89,37.15,-122.08
"18605",NA,5.208,46,1993,404,850,327,37.11,-122.11
"18606",204100,4.4597,29,3201,640,1722,570,37.14,-122.11
"18607",180300,3.9423,39,2854,613,1338,518,37.15,-122.13
"18608",394900,7.8774,15,1969,332,822,324,37.21,-122.09
"18609",383300,6.9772,17,4413,672,1674,608,37.12,-122
"18610",154500,4.0781,30,1427,311,686,251,37.12,-122.04
"18611",196400,5.2417,36,2066,401,942,344,37.11,-122.02
"18612",NA,4.5972,39,1065,248,497,208,37.11,-122.05
"18613",270000,6.0809,21,5639,NA,2670,871,37.08,-122.07
"18614",201300,NA,41,2422,502,915,366,37.05,-122.05
"18615",232300,3.8625,31,NA,370,939,332,37.06,-122.07
"18616",220900,4.1161,34,2800,577,1353,512,37.04,-122.08
"18617",203700,4.5096,36,4682,899,2143,832,37.03,-122.08
"18618",312300,3.8854,17,4977,994,1987,947,37.04,-122.04
"18619",322000,5.6233,21,4650,733,2014,704,37.03,-122.03
"18620",500001,10.0968,20,1005,138,345,129,37.01,-122.02
"18621",440500,NA,30,2077,342,816,328,37,-122.03
"18622",261500,4.8,20,NA,95,229,NA,37.08,-122.04
"18623",240000,4.8611,35,1818,368,682,254,37.09,-122.02
"18624",190900,3.9728,12,2010,422,784,407,37.05,-122.03
"18625",308100,5.1121,19,4113,767,2006,732,37.06,-122.01
"18626",373400,5.5919,17,4154,739,NA,693,37.08,-122
"18627",397700,7.736,NA,2387,357,913,341,37.11,-121.95
"18628",331500,6.3617,NA,922,155,NA,135,37.1,-121.96
"18629",402300,7.5755,20,1918,304,798,302,37.1,-121.87
"18630",356600,6.4517,NA,1708,287,670,238,37.1,-121.9
"18631",363500,5.8642,36,1522,230,677,206,37.04,-121.93
"18632",386400,4.625,17,1343,203,511,185,37.03,-121.96
"18633",340600,6.4214,14,679,108,306,113,37.05,-121.93
"18634",390000,6.3258,16,1321,224,650,206,37.06,-121.96
"18635",353000,5.2486,19,2023,392,955,328,37.05,-121.99
"18636",304400,6.0621,20,2403,376,1149,369,37.06,-122
"18637",NA,5.9039,21,5904,956,2616,916,37.03,-122.01
"18638",371600,4.5682,NA,2073,357,1044,351,37.01,-121.97
"18639",262400,3.5943,14,NA,NA,NA,1357,36.99,-121.98
"18640",272900,4.8269,25,990,166,522,185,37,-121.97
"18641",215800,3.075,29,2681,632,1652,NA,36.98,-121.98
"18642",207000,3.6364,16,NA,NA,1039,351,36.99,-121.99
"18643",234600,4.6484,25,2113,422,1365,NA,36.98,-121.99
"18644",215600,3.1914,19,NA,1321,3018,1268,36.98,-121.99
"18645",251900,NA,21,3349,737,1952,718,36.97,-121.98
"18646",258300,3.1167,20,3495,818,2186,772,36.96,-121.98
"18647",213200,NA,15,3044,786,1306,693,36.97,-121.99
"18648",256700,2.8941,39,2702,646,1136,491,36.97,-122
"18649",422400,4.7321,42,1275,272,451,200,36.96,-121.99
"18650",377300,2.625,16,875,201,300,157,36.96,-121.99
"18651",294400,4.7468,37,2846,553,939,NA,36.88,-121.96
"18652",228500,2.8036,24,NA,870,1954,833,36.97,-121.97
"18653",234600,2.561,27,NA,NA,NA,945,36.96,-121.97
"18654",245100,3.6619,31,3209,723,NA,692,36.96,-121.98
"18655",229200,2.6757,16,4907,1117,2265,1048,36.98,-121.96
"18656",NA,3.7083,17,2813,497,1337,477,36.98,-121.97
"18657",228600,2.7587,15,2849,668,1546,582,36.97,-121.97
"18658",263800,3.0777,23,4324,1034,1844,875,36.97,-121.96
"18659",290700,4.2006,24,3010,NA,1360,504,36.98,-121.94
"18660",264300,3.0905,21,3520,831,1486,753,36.98,-121.94
"18661",261200,NA,34,3745,958,1622,802,36.98,-121.95
"18662",330800,2.5172,31,1738,422,746,355,36.97,-121.94
"18663",283500,4.7325,19,6356,1100,NA,1070,36.99,-121.93
"18664",315200,4.1587,NA,2210,426,1082,396,37,-121.94
"18665",305200,3.3447,20,3847,727,1725,737,37,-121.96
"18666",NA,2.7375,23,3209,748,1423,666,36.99,-121.96
"18667",221700,4.2898,11,4571,924,2004,847,36.99,-121.94
"18668",351800,5.503,16,8638,1392,3706,1251,37,-121.86
"18669",322300,4.8693,23,5675,964,NA,880,36.99,-121.91
"18670",233300,2.6875,16,1957,408,865,369,36.98,-121.91
"18671",289500,4.8953,21,4117,752,2001,763,36.98,-121.88
"18672",231900,3.5112,19,4920,1092,1807,922,36.97,-121.91
"18673",252300,3.6597,29,3457,699,NA,563,36.95,-121.92
"18674",308800,5.8325,18,4910,NA,1971,773,36.96,-121.88
"18675",NA,4.4485,21,3707,751,1420,608,36.97,-121.9
"18676",321100,6.0281,18,6355,1100,2304,972,36.96,-121.88
"18677",335500,5.3276,22,7281,1233,1849,832,36.93,-121.9
"18678",368400,4.9219,7,3703,679,1375,608,36.95,-121.87
"18679",307900,4.9517,29,NA,967,2319,823,36.94,-121.84
"18680",352000,5.368,18,2774,492,1283,NA,36.89,-121.89
"18681",300000,3.1563,22,2442,624,1301,290,36.85,-121.91
"18682",420000,2.1719,17,1573,NA,142,55,36.86,-121.82
"18683",290400,4.8021,28,2715,NA,1154,386,37,-121.79
"18684",298600,4.3321,19,4431,705,NA,679,36.98,-121.83
"18685",NA,4.6611,16,2599,NA,1417,445,36.95,-121.82
"18686",288400,2.9559,NA,1903,350,760,322,37.02,-121.83
"18687",279800,3.1987,NA,1416,269,779,200,37,-121.76
"18688",228600,3.934,18,NA,213,544,179,37.03,-121.79
"18689",305600,NA,23,1229,254,NA,232,36.96,-121.69
"18690",190800,4.7569,19,3461,634,NA,607,36.96,-121.75
"18691",202700,4.7071,27,1580,303,1066,306,36.95,-121.75
"18692",229100,3.525,20,4228,816,NA,844,36.96,-121.77
"18693",NA,3.2917,29,2931,535,1954,506,36.93,-121.73
"18694",187500,2.1875,22,569,132,542,125,36.93,-121.67
"18695",81300,1.2404,26,1279,438,1276,420,40.59,-122.39
"18696",68900,1.5972,44,1625,NA,944,347,40.58,-122.39
"18697",76900,2.1538,25,2054,495,835,475,40.58,-122.37
"18698",72600,1.6983,34,1262,NA,520,259,40.58,-122.38
"18699",74800,1.8375,NA,1808,384,807,383,40.58,-122.38
"18700",118800,1.9181,17,1220,275,800,261,40.58,-122.36
"18701",101700,3.0549,7,NA,992,2223,932,40.58,-122.34
"18702",87500,3.2639,22,589,97,338,NA,40.57,-122.35
"18703",82800,2.6591,24,1610,307,748,307,40.57,-122.34
"18704",58200,NA,43,2251,542,1479,512,40.57,-122.38
"18705",101200,3.5347,23,2281,408,1164,420,40.56,-122.38
"18706",75300,2.6944,36,1216,240,647,228,40.54,-122.38
"18707",86900,3.6923,28,2213,390,1096,378,40.54,-122.37
"18708",78200,1.3329,40,NA,929,1782,910,40.58,-122.4
"18709",75600,2.8512,35,2072,385,NA,375,40.58,-122.41
"18710",104200,2.7857,43,1455,300,747,279,40.58,-122.4
"18711",84400,1.4091,38,855,172,468,150,40.57,-122.39
"18712",138900,2.6792,24,5045,972,2220,979,40.59,-122.42
"18713",58200,2.3289,17,785,155,417,136,40.61,-122.45
"18714",148700,3.9375,17,1712,307,963,NA,40.56,-122.45
"18715",120100,4.1099,10,7949,1309,3176,1163,40.57,-122.42
"18716",NA,1.655,23,NA,259,NA,222,40.57,-122.4
"18717",NA,3.1439,9,4794,NA,NA,865,40.62,-122.4
"18718",122900,3.4464,NA,2614,433,1275,411,40.6,-122.42
"18719",66500,1.4125,22,2195,NA,1021,460,40.6,-122.39
"18720",105000,1.7227,14,4773,1133,2101,1072,40.61,-122.38
"18721",NA,2.4079,7,5178,1336,2557,1283,40.6,-122.37
"18722",78700,2.4141,13,3604,704,1598,670,40.64,-122.39
"18723",94200,2.2905,11,NA,886,NA,843,40.62,-122.36
"18724",151600,3.6853,10,2183,369,NA,NA,40.63,-122.34
"18725",111100,3.8103,5,6383,NA,2965,1141,40.6,-122.33
"18726",114200,3,2,1937,NA,756,274,40.58,-122.32
"18727",98800,1.6033,19,1043,204,505,183,40.58,-122.3
"18728",64800,2.0258,20,3592,868,1865,781,40.56,-122.36
"18729",136700,2.6705,26,1435,234,NA,232,40.55,-122.37
"18730",113300,2.6513,21,2500,466,1428,502,40.55,-122.36
"18731",146500,5.2149,13,NA,322,1077,333,40.52,-122.46
"18732",86500,3.0954,19,3753,761,1952,738,40.55,-122.41
"18733",NA,2.037,28,1127,245,538,208,40.53,-122.41
"18734",80800,2.125,28,1427,304,692,285,40.53,-122.39
"18735",85900,3.9306,NA,2068,346,951,332,40.52,-122.39
"18736",100600,2.485,20,1750,352,834,340,40.51,-122.4
"18737",98100,3.7896,18,4547,774,2269,766,40.52,-122.37
"18738",81600,1.9,16,2801,614,1695,NA,40.56,-122.35
"18739",85200,1.9881,12,3900,863,2145,864,40.56,-122.35
"18740",97800,2.71,17,2280,453,976,434,40.54,-122.35
"18741",77300,2.184,31,431,90,231,78,40.57,-122.36
"18742",69400,1.6821,18,2226,490,859,451,40.57,-122.35
"18743",67900,2.0395,26,2187,472,1339,463,40.57,-122.34
"18744",75900,2.5592,16,2777,503,1432,NA,40.57,-122.33
"18745",93800,3.3816,15,2524,449,1374,467,40.57,-122.32
"18746",100100,3.5522,11,13714,2302,6511,2267,40.55,-122.31
"18747",119200,NA,16,2247,502,1206,463,40.51,-122.34
"18748",116700,3.5081,23,2801,507,NA,454,40.52,-122.33
"18749",118400,3.35,NA,4026,718,1731,705,40.49,-122.31
"18750",83100,2.6488,21,2405,476,NA,412,40.5,-122.28
"18751",84700,2.1458,22,2390,484,1131,452,40.71,-122.4
"18752",92200,2.5417,15,2532,458,1183,450,40.66,-122.43
"18753",NA,1.6429,23,NA,489,1132,444,40.63,-122.42
